[21094, 'chrM', '0', '620', 'Pol2_peaks.bed']
[6380, 'chr14', '69650716', '69650857', 'Pol2_peaks.bed']
[347, 'chrX', '69652400', '69655399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[7400, 'chr14', '69656600', '69659799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[6381, 'chr14', '69658015', '69658436', 'Pol2_peaks.bed']
[6382, 'chr14', '69658550', '69658693', 'Pol2_peaks.bed']
[16579, 'chr2', '69662600', '69665799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[348, 'chrX', '69664000', '69666199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[11597, 'chr2', '69664171', '69664321', 'Pol2_peaks.bed']
[11598, 'chr2', '69664439', '69664593', 'Pol2_peaks.bed']
[11599, 'chr2', '69664708', '69664859', 'Pol2_peaks.bed']
[349, 'chrX', '69671800', '69673599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[350, 'chrX', '69674200', '69677399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[21367, 'chrX', '69675548', '69675641', 'Pol2_peaks.bed']
[4999, 'chr12', '69684900', '69684993', 'Pol2_peaks.bed']
[351, 'chrX', '69695800', '69700599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[3878, 'chr11', '69703864', '69704057', 'Pol2_peaks.bed']
[6737, 'chr15', '69705600', '69708799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[7102, 'chr15', '69706621', '69706850', 'Pol2_peaks.bed']
[7103, 'chr15', '69707206', '69707412', 'Pol2_peaks.bed']
[1793, 'chr12', '69723800', '69725399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[5000, 'chr12', '69724885', '69725000', 'Pol2_peaks.bed']
[7401, 'chr14', '69725400', '69729199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[6738, 'chr15', '69744000', '69750399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[7104, 'chr15', '69744976', '69745250', 'Pol2_peaks.bed']
[7105, 'chr15', '69749123', '69749349', 'Pol2_peaks.bed']
[7106, 'chr15', '69749664', '69749871', 'Pol2_peaks.bed']
[1794, 'chr12', '69752800', '69755599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[5001, 'chr12', '69753464', '69753673', 'Pol2_peaks.bed']
[5002, 'chr12', '69753791', '69754248', 'Pol2_peaks.bed']
[6739, 'chr15', '69754400', '69755999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[7107, 'chr15', '69755234', '69755532', 'Pol2_peaks.bed']
[6139, 'chr16', '69758800', '69761999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[9651, 'chr18', '69758840', '69758951', 'Pol2_peaks.bed']
[7992, 'chr16', '69760253', '69760519', 'Pol2_peaks.bed']
[7993, 'chr16', '69760714', '69760936', 'Pol2_peaks.bed']
[14515, 'chr4', '69771200', '69772799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[15365, 'chr4', '69772161', '69772463', 'Pol2_peaks.bed']
[7994, 'chr16', '69779336', '69779429', 'Pol2_peaks.bed']
[15535, 'chr3', '69786800', '69789999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[6140, 'chr16', '69787200', '69789199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[7995, 'chr16', '69788697', '69788905', 'Pol2_peaks.bed']
[6141, 'chr16', '69795600', '69797999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[7996, 'chr16', '69796032', '69796314', 'Pol2_peaks.bed']
[5003, 'chr12', '69809599', '69809698', 'Pol2_peaks.bed']
[17820, 'chr6', '69824037', '69824134', 'Pol2_peaks.bed']
[2939, 'chr11', '69830200', '69833199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[3729, 'chr10', '69830800', '69835799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[2660, 'chr10', '69834796', '69835004', 'Pol2_peaks.bed']
[7402, 'chr14', '69862000', '69868599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[1795, 'chr12', '69863600', '69867199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[5004, 'chr12', '69864116', '69864287', 'Pol2_peaks.bed']
[6383, 'chr14', '69864887', '69865194', 'Pol2_peaks.bed']
[6384, 'chr14', '69865280', '69865575', 'Pol2_peaks.bed']
[16580, 'chr2', '69867200', '69872599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[11600, 'chr2', '69870995', '69871137', 'Pol2_peaks.bed']
[15366, 'chr4', '69891033', '69891126', 'Pol2_peaks.bed']
[2661, 'chr10', '69896356', '69896486', 'Pol2_peaks.bed']
[2940, 'chr11', '69923800', '69925399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[17821, 'chr6', '69926298', '69926427', 'Pol2_peaks.bed']
[5005, 'chr12', '69928410', '69928602', 'Pol2_peaks.bed']
[12621, 'chr6', '69942400', '69943599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[16581, 'chr2', '69944600', '69945999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[7403, 'chr14', '69948400', '69953199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[16582, 'chr2', '69968000', '69970399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[2662, 'chr10', '69968424', '69968533', 'Pol2_peaks.bed']
[11601, 'chr2', '69968511', '69968611', 'Pol2_peaks.bed']
[11602, 'chr2', '69968807', '69968906', 'Pol2_peaks.bed']
[1796, 'chr12', '69978600', '69981799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[5006, 'chr12', '69979182', '69979683', 'Pol2_peaks.bed']
[2941, 'chr11', '69986000', '69988799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[3730, 'chr10', '69989600', '69992199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[5007, 'chr12', '69989752', '69989845', 'Pol2_peaks.bed']
[2663, 'chr10', '69990988', '69991303', 'Pol2_peaks.bed']
[7404, 'chr14', '70014200', '70015199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[6385, 'chr14', '70014597', '70014941', 'Pol2_peaks.bed']
[5237, 'chr17', '70025000', '70027399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[18544, 'chr1', '70032400', '70036599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[7405, 'chr14', '70040600', '70041799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[6386, 'chr14', '70040658', '70040803', 'Pol2_peaks.bed']
[2942, 'chr11', '70047800', '70051199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[3879, 'chr11', '70049357', '70049497', 'Pol2_peaks.bed']
[16583, 'chr2', '70055600', '70059399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[11603, 'chr2', '70056256', '70056689', 'Pol2_peaks.bed']
[11252, 'chr7', '70060200', '70064199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[7406, 'chr14', '70076600', '70080799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[11253, 'chr7', '70083800', '70085199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[3731, 'chr10', '70090000', '70096999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[2664, 'chr10', '70091482', '70091998', 'Pol2_peaks.bed']
[2665, 'chr10', '70092184', '70092738', 'Pol2_peaks.bed']
[6142, 'chr16', '70098600', '70101399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[7108, 'chr15', '70105474', '70105567', 'Pol2_peaks.bed']
[5238, 'chr17', '70111000', '70120599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[2943, 'chr11', '70115400', '70118199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[3880, 'chr11', '70116798', '70116908', 'Pol2_peaks.bed']
[9163, 'chr17', '70117069', '70117270', 'Pol2_peaks.bed']
[3881, 'chr11', '70117091', '70117184', 'Pol2_peaks.bed']
[15536, 'chr3', '70120600', '70121799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[16584, 'chr2', '70120600', '70122599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[11604, 'chr2', '70121028', '70121244', 'Pol2_peaks.bed']
[1797, 'chr12', '70131800', '70134199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[5008, 'chr12', '70132644', '70132772', 'Pol2_peaks.bed']
[16585, 'chr2', '70139800', '70144599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[11605, 'chr2', '70141425', '70141522', 'Pol2_peaks.bed']
[11606, 'chr2', '70141570', '70141896', 'Pol2_peaks.bed']
[352, 'chrX', '70141800', '70143799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[21368, 'chrX', '70144640', '70144733', 'Pol2_peaks.bed']
[5239, 'chr17', '70147200', '70148999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[9164, 'chr17', '70147347', '70147529', 'Pol2_peaks.bed']
[9165, 'chr17', '70147695', '70147947', 'Pol2_peaks.bed']
[6143, 'chr16', '70147800', '70149599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[353, 'chrX', '70148600', '70151999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[21369, 'chrX', '70150772', '70151018', 'Pol2_peaks.bed']
[11254, 'chr7', '70157600', '70167799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[18816, 'chr7', '70159019', '70159137', 'Pol2_peaks.bed']
[3732, 'chr10', '70165200', '70167999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[2666, 'chr10', '70166967', '70167284', 'Pol2_peaks.bed']
[11255, 'chr7', '70168400', '70169599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[1798, 'chr12', '70173000', '70173799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[6387, 'chr14', '70179434', '70179651', 'Pol2_peaks.bed']
[6388, 'chr14', '70179935', '70180052', 'Pol2_peaks.bed']
[6389, 'chr14', '70180192', '70180331', 'Pol2_peaks.bed']
[18817, 'chr7', '70184104', '70184261', 'Pol2_peaks.bed']
[354, 'chrX', '70190000', '70190599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[7407, 'chr14', '70193400', '70194199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[9544, 'chr18', '70208600', '70211999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[5240, 'chr17', '70214800', '70216999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[3733, 'chr10', '70229400', '70232399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[2667, 'chr10', '70231308', '70231748', 'Pol2_peaks.bed']
[2668, 'chr10', '70231787', '70231880', 'Pol2_peaks.bed']
[7408, 'chr14', '70233200', '70237599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[6390, 'chr14', '70233530', '70234026', 'Pol2_peaks.bed']
[6391, 'chr14', '70234236', '70234439', 'Pol2_peaks.bed']
[2944, 'chr11', '70243000', '70247199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[3882, 'chr11', '70244345', '70244537', 'Pol2_peaks.bed']
[11607, 'chr2', '70257252', '70257498', 'Pol2_peaks.bed']
[18818, 'chr7', '70260082', '70260215', 'Pol2_peaks.bed']
[355, 'chrX', '70272400', '70273799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[21370, 'chrX', '70273014', '70273307', 'Pol2_peaks.bed']
[6144, 'chr16', '70283800', '70287199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[7997, 'chr16', '70285718', '70285961', 'Pol2_peaks.bed']
[3734, 'chr10', '70286200', '70287799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[356, 'chrX', '70286800', '70288999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[2669, 'chr10', '70287177', '70287518', 'Pol2_peaks.bed']
[21371, 'chrX', '70288502', '70288618', 'Pol2_peaks.bed']
[5009, 'chr12', '70290483', '70290591', 'Pol2_peaks.bed']
[15367, 'chr4', '70296651', '70296794', 'Pol2_peaks.bed']
[11608, 'chr2', '70298082', '70298212', 'Pol2_peaks.bed']
[7109, 'chr15', '70307527', '70307716', 'Pol2_peaks.bed']
[16586, 'chr2', '70311800', '70317799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[11609, 'chr2', '70312393', '70312561', 'Pol2_peaks.bed']
[11610, 'chr2', '70313346', '70313653', 'Pol2_peaks.bed']
[11611, 'chr2', '70314240', '70314370', 'Pol2_peaks.bed']
[357, 'chrX', '70314800', '70320799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[18819, 'chr7', '70314839', '70314991', 'Pol2_peaks.bed']
[21372, 'chrX', '70316035', '70316139', 'Pol2_peaks.bed']
[11612, 'chr2', '70316823', '70317054', 'Pol2_peaks.bed']
[3735, 'chr10', '70319200', '70323399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[2670, 'chr10', '70320005', '70320191', 'Pol2_peaks.bed']
[6145, 'chr16', '70321400', '70325199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[358, 'chrX', '70322800', '70324399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[7998, 'chr16', '70323088', '70323475', 'Pol2_peaks.bed']
[21373, 'chrX', '70323647', '70323789', 'Pol2_peaks.bed']
[6146, 'chr16', '70332400', '70336399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[7999, 'chr16', '70332955', '70333511', 'Pol2_peaks.bed']
[11613, 'chr2', '70336002', '70336095', 'Pol2_peaks.bed']
[359, 'chrX', '70337600', '70340399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[21374, 'chrX', '70338549', '70338642', 'Pol2_peaks.bed']
[7409, 'chr14', '70344400', '70347599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[11614, 'chr2', '70345973', '70346107', 'Pol2_peaks.bed']
[16587, 'chr2', '70350000', '70352999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[11615, 'chr2', '70350582', '70350802', 'Pol2_peaks.bed']
[11616, 'chr2', '70351274', '70351579', 'Pol2_peaks.bed']
[11617, 'chr2', '70352287', '70352491', 'Pol2_peaks.bed']
[3736, 'chr10', '70359400', '70361199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[9652, 'chr18', '70359551', '70359644', 'Pol2_peaks.bed']
[2671, 'chr10', '70360174', '70360461', 'Pol2_peaks.bed']
[360, 'chrX', '70364000', '70367199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[9653, 'chr18', '70365046', '70365197', 'Pol2_peaks.bed']
[16588, 'chr2', '70367200', '70370999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[11618, 'chr2', '70368338', '70368869', 'Pol2_peaks.bed']
[11619, 'chr2', '70369068', '70369181', 'Pol2_peaks.bed']
[11620, 'chr2', '70370055', '70370153', 'Pol2_peaks.bed']
[20976, 'chr8', '70378200', '70380599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[19841, 'chr8', '70378944', '70379142', 'Pol2_peaks.bed']
[6147, 'chr16', '70379400', '70382199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[8000, 'chr16', '70380560', '70380924', 'Pol2_peaks.bed']
[6740, 'chr15', '70385200', '70393999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[7110, 'chr15', '70390136', '70390295', 'Pol2_peaks.bed']
[7111, 'chr15', '70391774', '70391962', 'Pol2_peaks.bed']
[361, 'chrX', '70401200', '70402799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[21375, 'chrX', '70401740', '70401963', 'Pol2_peaks.bed']
[6741, 'chr15', '70403800', '70404799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[20977, 'chr8', '70404600', '70405599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[19842, 'chr8', '70404792', '70404946', 'Pol2_peaks.bed']
[19843, 'chr8', '70405144', '70405331', 'Pol2_peaks.bed']
[6148, 'chr16', '70413200', '70416199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[8001, 'chr16', '70415136', '70415340', 'Pol2_peaks.bed']
[8002, 'chr16', '70415538', '70415669', 'Pol2_peaks.bed']
[16589, 'chr2', '70417000', '70418799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[11621, 'chr2', '70417640', '70418348', 'Pol2_peaks.bed']
[21376, 'chrX', '70458800', '70458893', 'Pol2_peaks.bed']
[6149, 'chr16', '70470600', '70474599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[362, 'chrX', '70471200', '70476199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[16590, 'chr2', '70472400', '70477399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[9166, 'chr17', '70472518', '70472619', 'Pol2_peaks.bed']
[9167, 'chr17', '70472958', '70473090', 'Pol2_peaks.bed']
[8003, 'chr16', '70473297', '70473533', 'Pol2_peaks.bed']
[21377, 'chrX', '70473837', '70473984', 'Pol2_peaks.bed']
[20978, 'chr8', '70475000', '70476999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[11622, 'chr2', '70475310', '70475907', 'Pol2_peaks.bed']
[3737, 'chr10', '70480200', '70482799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[2672, 'chr10', '70480718', '70481310', 'Pol2_peaks.bed']
[16591, 'chr2', '70484200', '70486999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[11623, 'chr2', '70485001', '70485148', 'Pol2_peaks.bed']
[11624, 'chr2', '70485229', '70485375', 'Pol2_peaks.bed']
[6150, 'chr16', '70487400', '70489599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[8004, 'chr16', '70487932', '70488089', 'Pol2_peaks.bed']
[8005, 'chr16', '70488501', '70488739', 'Pol2_peaks.bed']
[7112, 'chr15', '70489178', '70489333', 'Pol2_peaks.bed']
[363, 'chrX', '70502000', '70506599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[21378, 'chrX', '70503479', '70503921', 'Pol2_peaks.bed']
[12622, 'chr6', '70504600', '70507199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[17822, 'chr6', '70506139', '70506447', 'Pol2_peaks.bed']
[17823, 'chr6', '70506689', '70506806', 'Pol2_peaks.bed']
[2945, 'chr11', '70506800', '70509399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[16592, 'chr2', '70518000', '70521799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[11625, 'chr2', '70520557', '70521074', 'Pol2_peaks.bed']
[21379, 'chrX', '70521509', '70521772', 'Pol2_peaks.bed']
[8006, 'chr16', '70524392', '70524485', 'Pol2_peaks.bed']
[16593, 'chr2', '70528000', '70529599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[11626, 'chr2', '70528465', '70528896', 'Pol2_peaks.bed']
[11627, 'chr2', '70529026', '70529215', 'Pol2_peaks.bed']
[20979, 'chr8', '70531800', '70532999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[9545, 'chr18', '70532000', '70537799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[6151, 'chr16', '70556200', '70561599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[8007, 'chr16', '70557327', '70557500', 'Pol2_peaks.bed']
[8008, 'chr16', '70557663', '70557831', 'Pol2_peaks.bed']
[8009, 'chr16', '70557890', '70558036', 'Pol2_peaks.bed']
[12623, 'chr6', '70576000', '70578599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[364, 'chrX', '70584800', '70588599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[21380, 'chrX', '70585656', '70585811', 'Pol2_peaks.bed']
[3738, 'chr10', '70586000', '70588999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[21381, 'chrX', '70586173', '70586267', 'Pol2_peaks.bed']
[5241, 'chr17', '70586600', '70589199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[9168, 'chr17', '70588741', '70589007', 'Pol2_peaks.bed']
[11256, 'chr7', '70594400', '70599799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[18820, 'chr7', '70596253', '70596522', 'Pol2_peaks.bed']
[8010, 'chr16', '70610578', '70610728', 'Pol2_peaks.bed']
[20980, 'chr8', '70623000', '70623999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[1799, 'chr12', '70635400', '70640799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[5010, 'chr12', '70636537', '70636937', 'Pol2_peaks.bed']
[5011, 'chr12', '70637028', '70637299', 'Pol2_peaks.bed']
[8011, 'chr16', '70648449', '70648542', 'Pol2_peaks.bed']
[6152, 'chr16', '70652400', '70655599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[7410, 'chr14', '70653000', '70657599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[3739, 'chr10', '70659600', '70662799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[2673, 'chr10', '70660473', '70660867', 'Pol2_peaks.bed']
[2674, 'chr10', '70661004', '70661194', 'Pol2_peaks.bed']
[6742, 'chr15', '70668200', '70670799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[18545, 'chr1', '70669800', '70673199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[918, 'chr1', '70671116', '70671679', 'Pol2_peaks.bed']
[1040, 'chr13', '70681200', '70682799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[5012, 'chr12', '70686227', '70686372', 'Pol2_peaks.bed']
[18546, 'chr1', '70686600', '70690199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[919, 'chr1', '70686903', '70687368', 'Pol2_peaks.bed']
[920, 'chr1', '70687477', '70687585', 'Pol2_peaks.bed']
[7411, 'chr14', '70689800', '70690799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[3740, 'chr10', '70714800', '70719199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[2675, 'chr10', '70715708', '70716069', 'Pol2_peaks.bed']
[6153, 'chr16', '70718400', '70720799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[921, 'chr1', '70718961', '70719084', 'Pol2_peaks.bed']
[7412, 'chr14', '70721000', '70722599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[6392, 'chr14', '70722288', '70722413', 'Pol2_peaks.bed']
[6743, 'chr15', '70744000', '70744999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[20981, 'chr8', '70744400', '70749199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[19844, 'chr8', '70745480', '70745602', 'Pol2_peaks.bed']
[3741, 'chr10', '70747400', '70750199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[2676, 'chr10', '70748398', '70748673', 'Pol2_peaks.bed']
[13413, 'chr5', '70750600', '70752999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[16252, 'chr5', '70751349', '70751789', 'Pol2_peaks.bed']
[365, 'chrX', '70751800', '70756799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[21382, 'chrX', '70752649', '70752816', 'Pol2_peaks.bed']
[21383, 'chrX', '70752885', '70753051', 'Pol2_peaks.bed']
[1800, 'chr12', '70758800', '70762199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[2946, 'chr11', '70759800', '70760599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[5013, 'chr12', '70760033', '70760171', 'Pol2_peaks.bed']
[7413, 'chr14', '70766600', '70769599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[16594, 'chr2', '70779200', '70782199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[8012, 'chr16', '70812999', '70813160', 'Pol2_peaks.bed']
[18547, 'chr1', '70817600', '70821799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[922, 'chr1', '70820154', '70820698', 'Pol2_peaks.bed']
[7414, 'chr14', '70822600', '70827399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[8013, 'chr16', '70823324', '70823435', 'Pol2_peaks.bed']
[6393, 'chr14', '70826190', '70826655', 'Pol2_peaks.bed']
[6154, 'chr16', '70833000', '70835799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[8014, 'chr16', '70834940', '70835265', 'Pol2_peaks.bed']
[8015, 'chr16', '70838782', '70839060', 'Pol2_peaks.bed']
[2677, 'chr10', '70846052', '70846145', 'Pol2_peaks.bed']
[11628, 'chr2', '70853738', '70853960', 'Pol2_peaks.bed']
[18821, 'chr7', '70868504', '70868598', 'Pol2_peaks.bed']
[18548, 'chr1', '70875400', '70879799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[12624, 'chr6', '70876000', '70876799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[923, 'chr1', '70876362', '70876838', 'Pol2_peaks.bed']
[924, 'chr1', '70876878', '70877070', 'Pol2_peaks.bed']
[6744, 'chr15', '70877000', '70878399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[13414, 'chr5', '70881200', '70885399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[7415, 'chr14', '70881600', '70884999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[16253, 'chr5', '70882870', '70883053', 'Pol2_peaks.bed']
[3742, 'chr10', '70883000', '70886199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[16254, 'chr5', '70883109', '70883309', 'Pol2_peaks.bed']
[2678, 'chr10', '70883162', '70883735', 'Pol2_peaks.bed']
[6394, 'chr14', '70883482', '70883842', 'Pol2_peaks.bed']
[2679, 'chr10', '70883950', '70884049', 'Pol2_peaks.bed']
[18822, 'chr7', '70922609', '70922708', 'Pol2_peaks.bed']
[3743, 'chr10', '70938800', '70942999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[2680, 'chr10', '70939547', '70939756', 'Pol2_peaks.bed']
[2681, 'chr10', '70939961', '70940205', 'Pol2_peaks.bed']
[20982, 'chr8', '70944600', '70948399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[11629, 'chr2', '70955305', '70955416', 'Pol2_peaks.bed']
[2947, 'chr11', '70956600', '70959599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[3883, 'chr11', '70957807', '70957900', 'Pol2_peaks.bed']
[2948, 'chr11', '70961000', '70965399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[18823, 'chr7', '70976768', '70976897', 'Pol2_peaks.bed']
[3884, 'chr11', '70977398', '70977491', 'Pol2_peaks.bed']
[3885, 'chr11', '70977576', '70977673', 'Pol2_peaks.bed']
[20983, 'chr8', '70978600', '70987599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[2682, 'chr10', '70982363', '70982456', 'Pol2_peaks.bed']
[19845, 'chr8', '70983637', '70983762', 'Pol2_peaks.bed']
[12625, 'chr6', '70991000', '70993399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[16595, 'chr2', '70991600', '70996399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[11630, 'chr2', '70994205', '70994435', 'Pol2_peaks.bed']
[11631, 'chr2', '70995122', '70995397', 'Pol2_peaks.bed']
[5807, 'chr13', '70998526', '70998619', 'Pol2_peaks.bed']
[1801, 'chr12', '71002800', '71005199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[13415, 'chr5', '71014400', '71015799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[16596, 'chr2', '71016400', '71018399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[14381, 'chr3', '71032103', '71032337', 'Pol2_peaks.bed']
[8016, 'chr16', '71043620', '71043824', 'Pol2_peaks.bed']
[6745, 'chr15', '71054200', '71057599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[7113, 'chr15', '71055714', '71055886', 'Pol2_peaks.bed']
[7114, 'chr15', '71056001', '71056115', 'Pol2_peaks.bed']
[6155, 'chr16', '71060400', '71062799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[8017, 'chr16', '71061946', '71062318', 'Pol2_peaks.bed']
[7416, 'chr14', '71065800', '71068399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[6395, 'chr14', '71067260', '71067438', 'Pol2_peaks.bed']
[3744, 'chr10', '71077200', '71080799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[5242, 'chr17', '71086400', '71089399', 'accepted_hits_noDupl-W200-G400.scoreisland']
